Symbol,Model,RMSE,MAE,MAPE,R2,Directional_Accuracy,Precision,Recall,F1_Score
JSWSTEEL,LSTM,128.70546893875306,106.7174405959626,9.99359102078478,0.3034415052864818,49.02506963788301,0.5,0.0109289617486338,0.0213903743315508
JSWSTEEL,CNN-LSTM,144.32057102497723,111.7024526986353,10.211845553846528,0.1241694951269373,49.86072423398329,0.5483870967741935,0.0928961748633879,0.1588785046728972
KOTAKBANK,LSTM,12.873153815539007,10.358932431298967,2.632010576817404,0.8404910603313205,52.64623955431755,0.6363636363636364,0.1538461538461538,0.247787610619469
KOTAKBANK,CNN-LSTM,11.72754692365038,9.63616481478498,2.615847474576174,0.8676178379263106,53.899721448467965,0.5300546448087432,0.7994505494505495,0.637458926615553
LT,LSTM,333.423446357569,294.8244773693013,8.033446886570472,0.104222400875196,49.16434540389972,0.7142857142857143,0.0135869565217391,0.0266666666666666
LT,CNN-LSTM,359.63268694292947,318.6715292103254,8.672866404398315,-0.0421404209835643,49.16434540389972,0.8,0.0108695652173913,0.0214477211796246
M&M,LSTM,668.3528260393327,566.2493004227789,18.51712124196764,0.0322719350817689,47.63231197771588,0.5833333333333334,0.0185185185185185,0.0358974358974358
M&M,CNN-LSTM,631.508570438637,536.4068851967132,17.548830845781865,0.1360268291465314,47.63231197771588,0.5625,0.0238095238095238,0.0456852791878172
MARUTI,LSTM,1258.4736349738437,1025.8459637764086,7.606236212775316,0.5496052908563218,50.41782729805014,1.0,0.0055865921787709,0.0111111111111111
MARUTI,CNN-LSTM,1590.3515682812808,1270.1653091879675,9.322454157432263,0.2807310377865397,50.13927576601671,0.0,0.0,0.0
NESTLEIND,LSTM,47.20129753731915,35.10800020869497,2.7761278750646934,0.7374935710291878,49.30362116991643,0.4958677685950413,0.1652892561983471,0.2479338842975206
NESTLEIND,CNN-LSTM,55.20652054994476,41.05848375009093,3.2310614027751243,0.6409021361294522,49.86072423398329,0.5148514851485149,0.1432506887052341,0.2241379310344827
NTPC,LSTM,58.8320344930094,53.02585381103253,15.15948669797581,-0.4684422538962525,47.63231197771588,0.5,0.0053191489361702,0.0105263157894736
NTPC,CNN-LSTM,55.45252034088397,49.18819680000258,13.991781310497604,-0.3045830091584418,47.49303621169916,0.4705882352941176,0.0212765957446808,0.0407124681933842
ONGC,LSTM,26.338686312182865,22.94345902611186,9.180139447217726,0.4503511888478022,50.41782729805014,0.75,0.0248618784530386,0.0481283422459893
ONGC,CNN-LSTM,25.611627370734965,21.99182568196636,8.749422749495498,0.4802776157620515,50.55710306406686,0.5636363636363636,0.0856353591160221,0.1486810551558753
POWERGRID,LSTM,44.5445707671562,40.63102170560307,14.148115504870011,-0.1873444972818712,48.46796657381616,0.75,0.0080645161290322,0.0159574468085106
POWERGRID,CNN-LSTM,58.50129955366423,53.37640171724815,18.56384095023581,-1.0479446480339956,48.60724233983287,0.8,0.010752688172043,0.0212201591511936
RELIANCE,LSTM,83.02070695132443,71.16999413291492,5.025675094666374,0.4570075513158229,49.44289693593314,0.5517241379310345,0.0437158469945355,0.081012658227848
RELIANCE,CNN-LSTM,92.25564338208729,76.23618995479731,5.340454694076096,0.3294875914394501,50.69637883008357,0.5566037735849056,0.1612021857923497,0.25
SBIN,LSTM,103.13954600015992,82.8646273680048,9.410607448152032,0.5492849762093295,46.239554317548745,0.6,0.0077519379844961,0.0153061224489795
SBIN,CNN-LSTM,127.13452313834532,97.16313873991923,10.805826550866913,0.3151765853666901,48.8857938718663,0.6428571428571429,0.1162790697674418,0.1969365426695842
SBILIFE,LSTM,68.4883823929194,56.09015077861121,3.066045214758808,0.8877870150667124,51.45631067961165,0.5555555555555556,0.1219512195121951,0.2
SBILIFE,CNN-LSTM,44.32601603934864,35.67366143893635,2.076445951313355,0.9529968790147184,51.69902912621359,0.5115384615384615,0.6487804878048781,0.572043010752688
SHRIRAMFIN,LSTM,99.66615963916472,71.17056426153263,9.24411601239112,0.7557131972643235,48.32869080779944,0.6,0.0477453580901856,0.0884520884520884
SHRIRAMFIN,CNN-LSTM,122.91344687309176,89.64788108817099,11.72748087095536,0.6284619028071161,47.910863509749305,1.0,0.0079575596816976,0.0157894736842105
SUNPHARMA,LSTM,185.32726009801613,167.5899354665911,9.948066040668037,0.3019688771349545,45.40389972144847,0.75,0.0076142131979695,0.0150753768844221
SUNPHARMA,CNN-LSTM,232.51049677819148,209.1368633873276,12.352807040833538,-0.0987055154830529,45.26462395543175,0.5333333333333333,0.0203045685279187,0.0391198044009779
TATACONSUM,LSTM,69.71197174243778,60.332159913182,5.42749569284389,0.543565354614665,50.69637883008357,0.6078431372549019,0.084931506849315,0.1490384615384615
TATACONSUM,CNN-LSTM,131.94263086387525,118.02292498030413,10.635498930677818,-0.6350617072859877,49.58217270194986,0.6666666666666666,0.0164383561643835,0.0320855614973262
